INTERSECTION_NAME,INTERSECTION_X,INTERSECTION_Y,GRAPH_NODE_COUNT,MAX_GRAPH_DEGREE,BRANCH_COUNT,DIRECTION_GROUP_COUNT,DETECTION_METHOD,MANUAL_EDIT,geometry_wkt
Intersection 227,491367.974253584,7512992.000959826,2.0,3.0,27.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.916329 -22.489758, 116.915616 -22.489592, 116.915533 -22.48956, 116.91551 -22.489539, 116.915616 -22.489375, 116.91629 -22.489156, 116.916462 -22.489258, 116.916494 -22.489605, 116.916329 -22.489758))"
Intersection 230,482363.5488593887,7511429.036897469,2.0,3.0,26.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.82857 -22.503871, 116.828058 -22.50357, 116.828058 -22.503353, 116.828668 -22.503205, 116.828901 -22.503206, 116.828901 -22.503372, 116.828803 -22.503872, 116.82857 -22.503871))"
Intersection 233,482682.2044559924,7513391.717133297,2.0,3.0,26.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.831557 -22.486209, 116.831258 -22.485731, 116.831258 -22.485515, 116.831917 -22.48547, 116.832014 -22.48547, 116.832013 -22.485687, 116.83179 -22.48621, 116.831557 -22.486209))"
Intersection 236,483975.127436667,7513503.1079611005,1.0,3.0,26.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.844098 -22.485139, 116.843789 -22.48475, 116.84379 -22.484534, 116.843973 -22.484534, 116.84465 -22.48458, 116.84465 -22.484796, 116.844332 -22.485139, 116.844098 -22.485139))"
Intersection 238,485607.44258338097,7512978.414834791,2.0,3.0,26.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.860041 -22.489945, 116.859678 -22.489779, 116.859634 -22.489594, 116.859682 -22.489549, 116.860071 -22.489278, 116.860217 -22.489188, 116.860349 -22.489111, 116.860397 -22.489111, 116.860465 -22.489219, 116.860483 -22.489293, 116.860221 -22.489852, 116.860105 -22.489915, 116.860041 -22.489945))"
Intersection 241,482045.78500069265,7511773.348734817,1.0,3.0,25.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.825336 -22.500812, 116.825219 -22.500725, 116.824977 -22.500161, 116.824977 -22.500156, 116.825094 -22.500053, 116.825191 -22.500053, 116.825823 -22.500234, 116.825905 -22.500266, 116.825954 -22.500311, 116.825917 -22.500496, 116.825385 -22.500812, 116.825336 -22.500812))"
Intersection 242,482167.45391882525,7511479.538507731,8.0,3.0,25.0,4.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((116.82684 -22.503343, 116.826245 -22.503207, 116.826223 -22.503022, 116.826238 -22.502842, 116.826338 -22.502719, 116.826463 -22.50268, 116.827098 -22.503127, 116.827098 -22.503343, 116.82684 -22.503343))"
Intersection 243,482214.0735898829,7514243.948485813,2.0,3.0,25.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.826787 -22.478454, 116.826706 -22.478346, 116.826706 -22.478301, 116.82674 -22.478224, 116.827178 -22.477637, 116.827204 -22.477613, 116.827377 -22.477714, 116.827406 -22.477922, 116.827406 -22.478139, 116.827279 -22.478346, 116.826822 -22.478454, 116.826787 -22.478454))"
Intersection 245,482633.54891763156,7514451.144424707,1.0,3.0,25.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.831539 -22.476472, 116.830836 -22.476426, 116.830833 -22.475995, 116.830957 -22.475848, 116.830998 -22.475842, 116.831136 -22.475925, 116.83167 -22.476287, 116.831703 -22.476318, 116.831588 -22.476472, 116.831539 -22.476472))"
Intersection 263,482056.4816285057,7514726.3425278105,1.0,3.0,23.0,4.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((116.825758 -22.474162, 116.825273 -22.473891, 116.82516 -22.473733, 116.825497 -22.473288, 116.82573 -22.473289, 116.825924 -22.474054, 116.825924 -22.474075, 116.825807 -22.474162, 116.825758 -22.474162))"
Intersection 270,512027.17915946775,7510855.433063055,1.0,3.0,23.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((117.11656 -22.50907, 117.11656 -22.508977, 117.116608 -22.508841, 117.116642 -22.508765, 117.116657 -22.508751, 117.116773 -22.508643, 117.116788 -22.508629, 117.116919 -22.508552, 117.117114 -22.508462, 117.117259 -22.508416, 117.117262 -22.508416, 117.117376 -22.508525, 117.117376 -22.50857, 117.11726 -22.508678, 117.116793 -22.50907, 117.11656 -22.50907))"
Intersection 272,513304.9893392658,7511203.036031907,8.0,3.0,23.0,4.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((117.129075 -22.506015, 117.12897 -22.505821, 117.129391 -22.505263, 117.129549 -22.505149, 117.12959 -22.505186, 117.129624 -22.505263, 117.129687 -22.50543, 117.129673 -22.505534, 117.129661 -22.505621, 117.129612 -22.505666, 117.129445 -22.505792, 117.12925 -22.505927, 117.129123 -22.505993, 117.129075 -22.506015))"
Intersection 275,512641.8394565893,7511127.878943077,2.0,5.0,22.0,4.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((117.122781 -22.506691, 117.122605 -22.506416, 117.122568 -22.50632, 117.122605 -22.506199, 117.122642 -22.506114, 117.122863 -22.505824, 117.122881 -22.505807, 117.123062 -22.505901, 117.123237 -22.506199, 117.123237 -22.506415, 117.123014 -22.506691, 117.122781 -22.506691))"
Intersection 278,481956.630388129,7511425.793011021,5.0,3.0,22.0,4.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((116.8243 -22.503802, 116.824146 -22.503683, 116.824135 -22.503649, 116.82415 -22.503593, 116.824279 -22.503413, 116.82439 -22.503322, 116.824623 -22.503323, 116.825022 -22.503395, 116.825021 -22.503612, 116.8243 -22.503802))"
Intersection 283,513250.04567207105,7510516.883142907,1.0,3.0,22.0,4.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((117.129222 -22.512057, 117.129028 -22.512012, 117.128882 -22.511967, 117.128799 -22.511935, 117.128605 -22.511845, 117.128493 -22.511787, 117.128361 -22.51171, 117.12836 -22.511708, 117.128376 -22.511633, 117.128444 -22.511525, 117.128492 -22.511525, 117.129256 -22.511827, 117.129304 -22.511872, 117.129245 -22.512057, 117.129222 -22.512057))"
Intersection 301,516143.86193958117,7509666.692931364,1.0,3.0,21.0,4.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((117.157024 -22.519589, 117.156796 -22.519576, 117.156601 -22.519531, 117.156519 -22.519499, 117.156479 -22.519462, 117.156601 -22.519314, 117.156644 -22.519309, 117.156796 -22.519314, 117.157428 -22.519358, 117.157428 -22.519575, 117.157024 -22.519589))"
Intersection 326,515944.2994799986,7510535.944267917,3.0,5.0,16.0,4.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((117.155142 -22.511905, 117.155134 -22.511899, 117.155017 -22.51179, 117.15476 -22.511551, 117.154738 -22.511478, 117.154774 -22.511429, 117.154939 -22.511324, 117.155003 -22.511352, 117.155134 -22.511444, 117.155307 -22.511752, 117.155183 -22.511899, 117.155142 -22.511905))"
Intersection 339,480017.90627368196,7514148.882245488,4.0,3.0,32.0,3.0,CENTERLINE_GRAPH,,"POLYGON ((116.805979 -22.479297, 116.805466 -22.479243, 116.805466 -22.479026, 116.805495 -22.47862, 116.805582 -22.478439, 116.805679 -22.478439, 116.80581 -22.478516, 116.805859 -22.478562, 116.805941 -22.478684, 116.806144 -22.479144, 116.806018 -22.479289, 116.805979 -22.479297))"
Intersection 340,512737.9104210872,7510612.569347027,2.0,3.0,31.0,3.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((117.123582 -22.511248, 117.123471 -22.511203, 117.123465 -22.51114, 117.123465 -22.511095, 117.12347 -22.510986, 117.123659 -22.510541, 117.123892 -22.51054, 117.124293 -22.510941, 117.124294 -22.511157, 117.123776 -22.511248, 117.123582 -22.511248))"
Intersection 341,483133.3901838312,7513486.8325900445,5.0,4.0,30.0,3.0,CENTERLINE_GRAPH,,"POLYGON ((116.835709 -22.485284, 116.835641 -22.485221, 116.835616 -22.485109, 116.835912 -22.484435, 116.836044 -22.484422, 116.836445 -22.484978, 116.836506 -22.485086, 116.836506 -22.485176, 116.836444 -22.485195, 116.835855 -22.485285, 116.835709 -22.485284))"
Intersection 342,482823.84274476755,7515767.31749756,2.0,3.0,30.0,3.0,CENTERLINE_GRAPH,,"POLYGON ((116.832749 -22.46471, 116.832749 -22.46453, 116.832798 -22.463931, 116.833032 -22.463931, 116.833448 -22.464242, 116.833448 -22.464459, 116.832982 -22.46471, 116.832749 -22.46471))"
Intersection 345,480989.61513633985,7514302.673177422,1.0,3.0,28.0,3.0,CENTERLINE_GRAPH,,"POLYGON ((116.815138 -22.477879, 116.814719 -22.4774, 116.814818 -22.477231, 116.814916 -22.477231, 116.81511 -22.477276, 116.815642 -22.477412, 116.815641 -22.477629, 116.815372 -22.477879, 116.815138 -22.477879))"
Intersection 353,481973.6943381236,7511355.726784559,2.0,3.0,23.0,3.0,CENTERLINE_GRAPH,,"POLYGON ((116.824651 -22.504605, 116.824534 -22.504554, 116.824534 -22.504497, 116.824632 -22.504, 116.824681 -22.503755, 116.824914 -22.503755, 116.824914 -22.504, 116.824865 -22.504271, 116.824816 -22.504497, 116.824767 -22.504554, 116.824699 -22.504606, 116.824651 -22.504605))"
Intersection 500,482425.78500069276,7511693.348734817,1.0,3.0,25.0,4.0,MANUAL_COPY,COPY,"POLYGON ((116.82903 -22.501539, 116.828913 -22.501451, 116.828671 -22.500888, 116.828671 -22.500883, 116.828787 -22.50078, 116.828885 -22.50078, 116.829516 -22.500961, 116.829599 -22.500993, 116.829647 -22.501038, 116.82961 -22.501223, 116.829078 -22.501539, 116.82903 -22.501539))"
Intersection 501,482267.4539188252,7511459.538507732,8.0,3.0,25.0,4.0,MANUAL_COPY,COPY,"POLYGON ((116.827812 -22.503525, 116.827217 -22.503389, 116.827195 -22.503204, 116.82721 -22.503023, 116.82731 -22.5029, 116.827435 -22.502861, 116.82807 -22.503308, 116.82807 -22.503525, 116.827812 -22.503525))"
Intersection 502,518263.53936680837,7510074.1676834775,1.0,3.0,29.0,4.0,MANUAL_COPY,COPY,"POLYGON ((117.177209 -22.516077, 117.177129 -22.515892, 117.177385 -22.515391, 117.177619 -22.515391, 117.178037 -22.515678, 117.178106 -22.515787, 117.178106 -22.515832, 117.177989 -22.51594, 117.177211 -22.516077, 117.177209 -22.516077))"
Intersection 503,515974.2127176489,7509634.5159185305,34.0,4.0,28.0,5.0,MANUAL_COPY,COPY,"POLYGON ((117.155124 -22.519966, 117.15497 -22.519962, 117.154881 -22.519872, 117.154881 -22.519831, 117.155026 -22.519605, 117.155467 -22.519488, 117.155694 -22.51954, 117.155762 -22.519767, 117.155684 -22.519858, 117.155357 -22.519966, 117.155124 -22.519966))"
Intersection 504,516054.212717649,7509648.51591853,34.0,4.0,28.0,5.0,MANUAL_COPY,COPY,"POLYGON ((117.155902 -22.519839, 117.155748 -22.519834, 117.155658 -22.519744, 117.155658 -22.519703, 117.155804 -22.519477, 117.156245 -22.51936, 117.156471 -22.519413, 117.15654 -22.51964, 117.156462 -22.51973, 117.156135 -22.519838, 117.155902 -22.519839))"
Intersection 505,515594.8313345947,7509875.389070393,2.0,3.0,26.0,6.0,MANUAL_COPY,COPY,"POLYGON ((117.151378 -22.517981, 117.151314 -22.517381, 117.151338 -22.517196, 117.151397 -22.517196, 117.151932 -22.517331, 117.15206 -22.517376, 117.152063 -22.517408, 117.15206 -22.517593, 117.151611 -22.517981, 117.151378 -22.517981))"
Intersection 506,515519.83133459475,7509905.3890703935,2.0,3.0,26.0,6.0,MANUAL_COPY,COPY,"POLYGON ((117.150648 -22.51771, 117.150585 -22.517111, 117.150608 -22.516926, 117.150667 -22.516926, 117.151202 -22.517061, 117.15133 -22.517106, 117.151333 -22.517137, 117.151331 -22.517323, 117.150882 -22.51771, 117.150648 -22.51771))"
Intersection 507,514624.57709441107,7510173.084057072,3.0,4.0,25.0,5.0,MANUAL_COPY,COPY,"POLYGON ((117.142089 -22.515145, 117.141759 -22.514892, 117.141748 -22.514829, 117.141748 -22.514784, 117.141759 -22.514675, 117.141865 -22.514675, 117.142625 -22.51472, 117.142625 -22.514937, 117.142557 -22.515059, 117.142515 -22.515078, 117.14234 -22.51514, 117.142322 -22.515145, 117.142089 -22.515145))"
Intersection 508,513090.0456720711,7510616.883142908,1.0,3.0,22.0,4.0,MANUAL_COPY,COPY,"POLYGON ((117.127665 -22.511155, 117.127471 -22.51111, 117.127325 -22.511065, 117.127243 -22.511033, 117.127048 -22.510943, 117.126936 -22.510884, 117.126805 -22.510808, 117.126803 -22.510806, 117.126819 -22.510731, 117.126887 -22.510622, 117.126936 -22.510622, 117.127699 -22.510925, 117.127748 -22.51097, 117.127689 -22.511155, 117.127665 -22.511155))"
Intersection 509,513017.04371321463,7510971.54640012,7.0,3.0,35.0,6.0,MANUAL_COPY,COPY,"POLYGON ((117.126416 -22.50819, 117.126298 -22.508163, 117.126271 -22.508151, 117.12617 -22.507357, 117.126218 -22.507312, 117.126657 -22.507265, 117.126855 -22.507343, 117.127068 -22.507721, 117.126933 -22.507858, 117.126578 -22.508143, 117.126496 -22.508174, 117.126416 -22.50819))"
Intersection 510,512229.6219839369,7510656.289066494,33.0,4.0,33.0,5.0,MANUAL_COPY,COPY,"POLYGON ((117.119046 -22.510949, 117.118846 -22.510915, 117.118457 -22.510743, 117.118443 -22.510678, 117.118506 -22.510493, 117.118651 -22.510133, 117.118885 -22.510133, 117.119369 -22.510402, 117.119369 -22.510619, 117.119323 -22.510737, 117.119046 -22.510949))"
Intersection 511,512462.2761309458,7510609.375703549,25.0,3.0,31.0,5.0,MANUAL_COPY,COPY,"POLYGON ((117.121136 -22.511444, 117.120937 -22.511373, 117.120719 -22.511025, 117.120719 -22.510808, 117.121034 -22.5106, 117.121203 -22.510495, 117.121572 -22.510762, 117.121653 -22.510844, 117.121697 -22.511007, 117.121136 -22.511444))"
Intersection 512,512348.112387713,7510885.135293075,4.0,3.0,28.0,4.0,MANUAL_COPY,COPY,"POLYGON ((117.119914 -22.508835, 117.119657 -22.508586, 117.119574 -22.508478, 117.119573 -22.508433, 117.11969 -22.508324, 117.120113 -22.508175, 117.120238 -22.508172, 117.120503 -22.508188, 117.120503 -22.508405, 117.120147 -22.508834, 117.119914 -22.508835))"
Intersection 513,512508.11238771304,7510885.135293075,4.0,3.0,28.0,4.0,MANUAL_COPY,COPY,"POLYGON ((117.12147 -22.508833, 117.121212 -22.508585, 117.121129 -22.508477, 117.121129 -22.508432, 117.121246 -22.508323, 117.121668 -22.508174, 117.121794 -22.508171, 117.122059 -22.508187, 117.122059 -22.508404, 117.121703 -22.508833, 117.12147 -22.508833))"
Intersection 514,512512.2761309459,7510759.375703549,25.0,3.0,31.0,5.0,MANUAL_COPY,COPY,"POLYGON ((117.121621 -22.510089, 117.121422 -22.510018, 117.121204 -22.509669, 117.121204 -22.509452, 117.121519 -22.509244, 117.121688 -22.50914, 117.122057 -22.509407, 117.122138 -22.509489, 117.122182 -22.509652, 117.121621 -22.510089))"
Intersection 515,483000.59907875117,7512702.155613906,14.0,4.0,41.0,5.0,MANUAL_COPY,COPY,"POLYGON ((116.834777 -22.492511, 116.834354 -22.492162, 116.834257 -22.492072, 116.834211 -22.492029, 116.83427 -22.491908, 116.834632 -22.491571, 116.83468 -22.491571, 116.834968 -22.491673, 116.8352 -22.492055, 116.835147 -22.49224, 116.834777 -22.492511))"
Intersection 516,482015.9849537246,7513905.110061754,26.0,5.0,64.0,5.0,MANUAL_COPY,COPY,"POLYGON ((116.825248 -22.481628, 116.825049 -22.481582, 116.824651 -22.481199, 116.824682 -22.481073, 116.825009 -22.480726, 116.825215 -22.480675, 116.825269 -22.480675, 116.825425 -22.480751, 116.825541 -22.480888, 116.825575 -22.480965, 116.825611 -22.481097, 116.825623 -22.481145, 116.825623 -22.481236, 116.825589 -22.481344, 116.825459 -22.481487, 116.82538 -22.481543, 116.825248 -22.481628))"
Intersection 517,482409.57353613107,7514150.844800619,3.0,3.0,28.0,5.0,MANUAL_COPY,COPY,"POLYGON ((116.829196 -22.479255, 116.828668 -22.479179, 116.828552 -22.47916, 116.828552 -22.479071, 116.828635 -22.478949, 116.828975 -22.478497, 116.829041 -22.478437, 116.829206 -22.47859, 116.829413 -22.479181, 116.829414 -22.479182, 116.829196 -22.479255))"
Intersection 518,482411.42778276495,7513773.033699364,5.0,3.0,32.0,4.0,MANUAL_COPY,COPY,"POLYGON ((116.829393 -22.482658, 116.828569 -22.482522, 116.828499 -22.482458, 116.828499 -22.482413, 116.828569 -22.482305, 116.828942 -22.481976, 116.829248 -22.482034, 116.829476 -22.482473, 116.8294 -22.482658, 116.829393 -22.482658))"
Intersection 519,482769.5735361312,7513820.84480062,3.0,3.0,28.0,5.0,MANUAL_COPY,COPY,"POLYGON ((116.832692 -22.48224, 116.832164 -22.482164, 116.832048 -22.482145, 116.832048 -22.482055, 116.832131 -22.481934, 116.832471 -22.481482, 116.832537 -22.481422, 116.832702 -22.481575, 116.832909 -22.482166, 116.832909 -22.482167, 116.832692 -22.48224))"
Intersection 520,484881.55129517184,7512879.182301848,1.0,3.0,29.0,4.0,MANUAL_COPY,COPY,"POLYGON ((116.852911 -22.490811, 116.852745 -22.490703, 116.85263 -22.490405, 116.85263 -22.490188, 116.852765 -22.490188, 116.853491 -22.490234, 116.85349 -22.490451, 116.852911 -22.490811))"
Intersection 521,485008.51375129033,7512964.123928498,25.0,3.0,56.0,4.0,MANUAL_COPY,COPY,"POLYGON ((116.853883 -22.489954, 116.853766 -22.489846, 116.853766 -22.489665, 116.853815 -22.48953, 116.85386 -22.489421, 116.854515 -22.489377, 116.854612 -22.489377, 116.854695 -22.489409, 116.854743 -22.489454, 116.854663 -22.489955, 116.853883 -22.489954))"
Intersection 522,502350.687776029,7510238.9342746865,16.0,3.0,40.0,4.0,MANUAL_COPY,COPY,"POLYGON ((117.022865 -22.514831, 117.02244 -22.514546, 117.02244 -22.51433, 117.022442 -22.514086, 117.022525 -22.514013, 117.022656 -22.513968, 117.022996 -22.513923, 117.023113 -22.513923, 117.023274 -22.51442, 117.023274 -22.514637, 117.023064 -22.51477, 117.022865 -22.514831))"
