INTERSECTION_NAME,INTERSECTION_X,INTERSECTION_Y,GRAPH_NODE_COUNT,MAX_GRAPH_DEGREE,BRANCH_COUNT,DIRECTION_GROUP_COUNT,geometry_wkt
Intersection 289,481373.83690005157,7512553.033803584,2,3,21,4,"POLYGON ((116.818617 -22.493666, 116.818618 -22.493379, 116.818652 -22.493302, 116.818701 -22.493212, 116.818798 -22.493121, 116.818881 -22.49309, 116.819221 -22.49309, 116.819318 -22.493261, 116.819303 -22.493275, 116.818851 -22.493666, 116.818617 -22.493666))"
Intersection 290,479551.7849113334,7514585.378384687,2,3,21,4,"POLYGON ((116.800824 -22.475172, 116.800736 -22.474992, 116.800741 -22.474987, 116.800839 -22.474942, 116.800936 -22.474897, 116.801018 -22.474865, 116.801164 -22.47482, 116.801407 -22.474775, 116.801456 -22.474775, 116.801673 -22.474821, 116.801673 -22.475038, 116.800872 -22.475172, 116.800824 -22.475172))"
Intersection 291,479928.52160229196,7514645.138199882,1,3,21,4,"POLYGON ((116.804795 -22.474874, 116.804596 -22.4748, 116.804596 -22.474797, 116.804888 -22.47412, 116.804937 -22.474054, 116.805005 -22.474012, 116.805054 -22.474012, 116.80517 -22.474054, 116.80517 -22.47412, 116.804975 -22.474572, 116.804941 -22.474649, 116.804843 -22.474829, 116.804795 -22.474874))"
Intersection 292,481999.57491374435,7512756.851462251,2,3,21,4,"POLYGON ((116.825216 -22.491836, 116.824601 -22.491506, 116.824601 -22.491289, 116.825008 -22.491248, 116.825137 -22.491308, 116.825202 -22.491368, 116.825381 -22.491683, 116.825415 -22.49176, 116.825415 -22.491788, 116.825216 -22.491836))"
Intersection 293,481781.73058570054,7512942.636108159,2,3,21,4,"POLYGON ((116.822695 -22.490284, 116.822608 -22.490176, 116.822608 -22.490086, 116.822762 -22.489712, 116.822983 -22.489467, 116.823056 -22.4894, 116.82322 -22.489554, 116.822841 -22.490176, 116.822724 -22.490284, 116.822695 -22.490284))"
Intersection 294,482113.37706351577,7515265.966610761,2,3,21,4,"POLYGON ((116.82609 -22.469298, 116.825891 -22.469237, 116.825891 -22.469221, 116.82594 -22.468859, 116.825959 -22.468751, 116.826072 -22.468602, 116.826135 -22.468543, 116.8263 -22.46839, 116.826323 -22.46839, 116.826417 -22.468498, 116.826417 -22.468544, 116.826173 -22.469176, 116.826138 -22.469252, 116.82609 -22.469298))"
Intersection 295,482675.09486039047,7516117.2962502,2,3,21,4,"POLYGON ((116.831946 -22.461431, 116.831204 -22.461249, 116.831135 -22.461064, 116.831184 -22.461019, 116.831281 -22.460974, 116.831364 -22.460942, 116.831621 -22.460929, 116.831738 -22.460974, 116.831835 -22.46102, 116.83198 -22.461155, 116.832063 -22.461277, 116.832063 -22.461322, 116.831956 -22.461431, 116.831946 -22.461431))"
Intersection 296,483980.8720412356,7513745.547676174,1,3,21,4,"POLYGON ((116.844008 -22.482867, 116.843809 -22.482819, 116.843809 -22.48279, 116.843844 -22.482713, 116.843941 -22.482623, 116.844121 -22.482501, 116.844218 -22.482456, 116.844461 -22.482366, 116.844693 -22.482366, 116.844693 -22.482583, 116.844008 -22.482867))"
Intersection 297,484542.10235745576,7517942.155712783,1,3,21,4,"POLYGON ((116.849842 -22.445147, 116.849683 -22.445033, 116.849538 -22.444491, 116.849538 -22.444308, 116.849771 -22.444308, 116.84998 -22.444641, 116.850014 -22.444717, 116.850013 -22.444853, 116.849931 -22.44502, 116.849882 -22.44511, 116.849842 -22.445147))"
Intersection 298,486026.2795325317,7512795.738895795,2,3,21,4,"POLYGON ((116.864026 -22.491377, 116.863943 -22.491363, 116.863798 -22.491318, 116.863715 -22.491286, 116.863667 -22.491241, 116.863712 -22.491056, 116.864564 -22.491057, 116.864643 -22.491165, 116.864643 -22.49121, 116.864527 -22.491319, 116.864332 -22.491364, 116.86425 -22.491377, 116.864026 -22.491377))"
Intersection 299,514939.55459668604,7510027.41962746,2,3,21,4,"POLYGON ((117.144978 -22.516561, 117.144868 -22.516401, 117.145396 -22.515874, 117.145464 -22.515846, 117.145512 -22.515846, 117.145629 -22.515874, 117.145629 -22.515955, 117.145498 -22.516167, 117.145374 -22.516358, 117.145027 -22.51656, 117.144978 -22.516561))"
Intersection 300,512890.4236065328,7510742.329995065,1,3,21,4,"POLYGON ((117.12572 -22.510027, 117.124905 -22.509757, 117.124904 -22.50954, 117.125087 -22.50954, 117.125282 -22.509585, 117.125462 -22.509662, 117.125754 -22.509797, 117.125802 -22.509842, 117.125722 -22.510027, 117.12572 -22.510027))"
Intersection 301,516253.8619395812,7509646.692931363,1,3,21,4,"POLYGON ((117.158094 -22.519769, 117.157866 -22.519755, 117.157671 -22.51971, 117.157589 -22.519679, 117.157549 -22.519642, 117.157671 -22.519494, 117.157714 -22.519489, 117.157865 -22.519493, 117.158498 -22.519538, 117.158498 -22.519755, 117.158094 -22.519769))"
Intersection 302,516117.4897071131,7510185.222403414,3,3,21,4,"POLYGON ((117.156353 -22.515059, 117.156236 -22.514967, 117.156236 -22.514951, 117.156353 -22.514842, 117.156416 -22.514784, 117.156562 -22.514693, 117.156693 -22.514616, 117.15679 -22.514571, 117.157082 -22.51448, 117.157124 -22.51448, 117.157165 -22.514665, 117.157116 -22.514711, 117.156484 -22.515027, 117.156402 -22.515059, 117.156353 -22.515059))"
Intersection 303,518664.3366317114,7510174.980997145,1,3,21,4,"POLYGON ((117.181163 -22.515214, 117.181129 -22.515106, 117.181129 -22.51506, 117.181163 -22.514997, 117.181614 -22.514496, 117.181682 -22.514455, 117.181731 -22.514454, 117.181847 -22.514496, 117.181847 -22.514563, 117.181765 -22.514685, 117.181571 -22.514956, 117.181376 -22.515137, 117.181245 -22.515214, 117.181163 -22.515214))"
Intersection 304,482613.83059495664,7511999.426452863,4,5,20,4,"POLYGON ((116.831062 -22.498531, 116.830642 -22.498514, 116.830643 -22.498297, 116.830914 -22.498206, 116.83114 -22.498154, 116.831273 -22.498309, 116.831283 -22.498462, 116.831169 -22.498503, 116.831062 -22.498531))"
Intersection 305,515336.0389068199,7509632.777431964,4,4,20,4,"POLYGON ((117.149052 -22.519961, 117.148774 -22.519945, 117.148774 -22.519728, 117.148859 -22.519643, 117.148949 -22.51961, 117.149406 -22.519592, 117.149467 -22.519592, 117.149523 -22.5197, 117.149523 -22.519745, 117.149468 -22.519809, 117.149406 -22.519854, 117.149052 -22.519961))"
Intersection 306,480626.39090360317,7513829.984961031,1,3,20,4,"POLYGON ((116.811241 -22.48196, 116.811241 -22.481743, 116.811474 -22.48164, 116.811556 -22.481608, 116.811702 -22.481608, 116.811993 -22.481699, 116.812076 -22.481731, 116.812124 -22.481776, 116.812065 -22.481961, 116.811241 -22.48196))"
Intersection 307,481393.1683650742,7514088.158147702,1,3,20,4,"POLYGON ((116.819058 -22.479905, 116.81901 -22.47986, 116.818976 -22.479783, 116.818976 -22.479467, 116.819025 -22.479063, 116.819259 -22.479063, 116.819257 -22.479871, 116.819058 -22.479905))"
Intersection 308,479272.74897722667,7514406.274482555,1,3,20,4,"POLYGON ((116.798245 -22.476976, 116.798128 -22.476889, 116.798128 -22.476867, 116.798211 -22.4767, 116.798309 -22.476565, 116.798504 -22.476384, 116.798698 -22.476249, 116.798781 -22.476218, 116.798829 -22.476218, 116.798925 -22.47639, 116.79841 -22.476868, 116.798294 -22.476976, 116.798245 -22.476976))"
Intersection 309,482774.4828095822,7511715.46226558,1,3,20,4,"POLYGON ((116.832413 -22.501343, 116.83236 -22.500615, 116.832366 -22.500575, 116.832525 -22.500462, 116.832565 -22.500499, 116.832599 -22.500576, 116.832647 -22.500711, 116.832696 -22.500982, 116.832695 -22.501118, 116.832647 -22.501344, 116.832413 -22.501343))"
Intersection 310,482961.49224946694,7512970.92423779,2,3,20,4,"POLYGON ((116.834349 -22.489785, 116.834245 -22.489755, 116.834163 -22.489723, 116.833871 -22.489587, 116.833837 -22.489556, 116.833954 -22.489402, 116.834003 -22.489402, 116.834753 -22.489493, 116.834848 -22.489602, 116.834848 -22.489647, 116.834731 -22.489755, 116.834349 -22.489785))"
Intersection 311,484164.1694723798,7513098.721390636,2,3,20,4,"POLYGON ((116.846253 -22.488683, 116.846072 -22.488653, 116.84585 -22.488585, 116.845602 -22.488302, 116.845602 -22.488257, 116.845713 -22.488149, 116.845719 -22.488149, 116.846489 -22.488466, 116.846489 -22.488683, 116.846253 -22.488683))"
Intersection 312,484276.9248801476,7513832.00027357,1,3,20,4,"POLYGON ((116.84682 -22.482179, 116.846761 -22.481993, 116.846809 -22.481948, 116.847385 -22.481459, 116.847544 -22.481574, 116.84755 -22.481613, 116.847412 -22.481786, 116.847266 -22.481921, 116.847023 -22.482102, 116.846926 -22.482147, 116.846843 -22.482179, 116.84682 -22.482179))"
Intersection 313,490535.74773675296,7512893.987279109,1,3,20,4,"POLYGON ((116.908129 -22.490491, 116.907692 -22.490446, 116.907549 -22.490401, 116.907549 -22.490184, 116.907644 -22.490184, 116.908081 -22.490229, 116.908339 -22.490261, 116.908373 -22.490275, 116.908504 -22.490415, 116.908455 -22.49046, 116.908373 -22.490491, 116.908129 -22.490491))"
Intersection 314,486491.54625483794,7513316.519480738,2,3,20,4,"POLYGON ((116.869003 -22.486715, 116.868253 -22.486534, 116.868253 -22.486317, 116.86842 -22.486317, 116.868656 -22.486332, 116.869099 -22.486498, 116.869099 -22.486715, 116.869003 -22.486715))"
Intersection 315,506921.0243384165,7510119.251828131,1,3,20,4,"POLYGON ((117.067335 -22.515573, 117.067092 -22.515528, 117.066852 -22.515483, 117.066852 -22.515266, 117.067043 -22.515266, 117.067642 -22.515342, 117.067675 -22.515356, 117.067807 -22.515496, 117.067758 -22.515541, 117.067676 -22.515573, 117.067335 -22.515573))"
Intersection 316,515339.2599826251,7510510.4827288175,2,3,20,4,"POLYGON ((117.149237 -22.512279, 117.149038 -22.512222, 117.14894 -22.511525, 117.14894 -22.51148, 117.149105 -22.511372, 117.149139 -22.511403, 117.149237 -22.511538, 117.149285 -22.511629, 117.14932 -22.511705, 117.149352 -22.511847, 117.14932 -22.512157, 117.149286 -22.512234, 117.149237 -22.512279))"
Intersection 317,517496.6002400171,7509991.25653664,1,3,20,4,"POLYGON ((117.170062 -22.516984, 117.170032 -22.516956, 117.169997 -22.516879, 117.169949 -22.516744, 117.1699 -22.516563, 117.1699 -22.516428, 117.169934 -22.516351, 117.169982 -22.516261, 117.170128 -22.516125, 117.17021 -22.516093, 117.170259 -22.516093, 117.170376 -22.51618, 117.170376 -22.516201, 117.170231 -22.516879, 117.170062 -22.516984))"
Intersection 318,481491.15707749536,7512652.335311993,1,3,19,4,"POLYGON ((116.819834 -22.492835, 116.819834 -22.492522, 116.819868 -22.492445, 116.819966 -22.492265, 116.820112 -22.492084, 116.820174 -22.492026, 116.820339 -22.49218, 116.820067 -22.492835, 116.819834 -22.492835))"
Intersection 319,482430.21260960586,7515689.922208535,3,3,19,4,"POLYGON ((116.829059 -22.465326, 116.828894 -22.465173, 116.829284 -22.464766, 116.829333 -22.464721, 116.829483 -22.464843, 116.829546 -22.46492, 116.8294 -22.465055, 116.829059 -22.465326))"
Intersection 320,485176.97153867746,7512452.887757484,4,4,18,4,"POLYGON ((116.855718 -22.494594, 116.855609 -22.494455, 116.855594 -22.494378, 116.855609 -22.494365, 116.855774 -22.494211, 116.855935 -22.494062, 116.856066 -22.493986, 116.856088 -22.493986, 116.856183 -22.494094, 116.856182 -22.494139, 116.855927 -22.494497, 116.855718 -22.494594))"
Intersection 321,514891.10776991944,7509635.110063001,4,4,18,4,"POLYGON ((117.144426 -22.519904, 117.144425 -22.519687, 117.144719 -22.519569, 117.144952 -22.519569, 117.145091 -22.519601, 117.145156 -22.519689, 117.145165 -22.519807, 117.145099 -22.5199, 117.144593 -22.519903, 117.144426 -22.519904))"
Intersection 322,482080.0620960757,7515745.12416136,1,3,18,4,"POLYGON ((116.825702 -22.464927, 116.825653 -22.464794, 116.825654 -22.464432, 116.825751 -22.464161, 116.825786 -22.464085, 116.825815 -22.464057, 116.825985 -22.464162, 116.825984 -22.464252, 116.825935 -22.464927, 116.825702 -22.464927))"
Intersection 323,482100.7187507592,7515820.861043977,1,3,18,4,"POLYGON ((116.825969 -22.464221, 116.8258 -22.464116, 116.8258 -22.464026, 116.825835 -22.463651, 116.825849 -22.46362, 116.826 -22.463498, 116.826209 -22.463602, 116.82634 -22.463742, 116.825999 -22.464193, 116.825969 -22.464221))"
Intersection 324,481461.61859144113,7511085.527255071,3,5,17,4,"POLYGON ((116.819705 -22.506822, 116.819479 -22.506769, 116.819439 -22.506656, 116.819482 -22.506513, 116.819573 -22.506434, 116.819806 -22.506434, 116.820076 -22.506461, 116.820075 -22.506678, 116.819705 -22.506822))"
Intersection 325,518725.9027932977,7510297.545353576,2,5,17,4,"POLYGON ((117.181973 -22.514039, 117.181856 -22.513974, 117.181856 -22.51393, 117.182002 -22.513524, 117.182062 -22.51343, 117.182133 -22.513402, 117.182264 -22.513505, 117.182298 -22.513555, 117.182264 -22.513722, 117.182138 -22.51393, 117.182022 -22.514039, 117.181973 -22.514039))"
Intersection 326,515864.2994799983,7510645.944267918,3,5,16,4,"POLYGON ((117.154363 -22.510912, 117.154355 -22.510906, 117.154239 -22.510797, 117.153981 -22.510558, 117.153959 -22.510485, 117.153995 -22.510436, 117.15416 -22.510331, 117.154224 -22.510359, 117.154355 -22.510451, 117.154528 -22.510759, 117.154404 -22.510906, 117.154363 -22.510912))"
Intersection 327,485868.9133499848,7513613.750585981,1,3,16,4,"POLYGON ((116.862784 -22.484045, 116.862301 -22.483864, 116.862301 -22.483647, 116.862882 -22.483648, 116.862915 -22.483833, 116.862901 -22.483937, 116.862833 -22.484045, 116.862784 -22.484045))"
Intersection 328,482661.07357859414,7512360.8368414845,1,3,15,4,"POLYGON ((116.831565 -22.495353, 116.831288 -22.49514, 116.831274 -22.495127, 116.831108 -22.494973, 116.831109 -22.494928, 116.831225 -22.494865, 116.831274 -22.494865, 116.831502 -22.494987, 116.831517 -22.495001, 116.831682 -22.495154, 116.83173 -22.495245, 116.83173 -22.495274, 116.831614 -22.495353, 116.831565 -22.495353))"
Intersection 329,484479.56091153726,7514136.233686923,2,3,15,4,"POLYGON ((116.84905 -22.47941, 116.848868 -22.479317, 116.848868 -22.479272, 116.848902 -22.479195, 116.849118 -22.478786, 116.849243 -22.478789, 116.849339 -22.478855, 116.849408 -22.478942, 116.849329 -22.479053, 116.849067 -22.479394, 116.84905 -22.47941))"
Intersection 330,481260.5344560315,7514000.240184498,1,3,14,4,"POLYGON ((116.817861 -22.480581, 116.817697 -22.480427, 116.817663 -22.480098, 116.817663 -22.480018, 116.81778 -22.479989, 116.817828 -22.479989, 116.817896 -22.480018, 116.817945 -22.480098, 116.818008 -22.480383, 116.817973 -22.480568, 116.817861 -22.480581))"
Intersection 331,502529.73963278695,7510292.786765021,1,3,14,4,"POLYGON ((117.024712 -22.514017, 117.0246 -22.514004, 117.024357 -22.513959, 117.024275 -22.513927, 117.024235 -22.51389, 117.024357 -22.513742, 117.0244 -22.513737, 117.024843 -22.513742, 117.024911 -22.513941, 117.024911 -22.513986, 117.024712 -22.514017))"
Intersection 332,481399.2044966543,7513918.747619676,1,3,13,4,"POLYGON ((116.819132 -22.481322, 116.819057 -22.481215, 116.819008 -22.481106, 116.819072 -22.480734, 116.819305 -22.480735, 116.819341 -22.481225, 116.819132 -22.481322))"
Intersection 333,480972.4696165472,7514206.642170388,1,3,13,4,"POLYGON ((116.814996 -22.478726, 116.814831 -22.478572, 116.814895 -22.478378, 116.814944 -22.478242, 116.814992 -22.478163, 116.81506 -22.478134, 116.815109 -22.478134, 116.815226 -22.478163, 116.815225 -22.478243, 116.815142 -22.478527, 116.815094 -22.478635, 116.814996 -22.478726))"
Intersection 334,502640.8897905602,7510274.576635954,1,3,13,4,"POLYGON ((117.025864 -22.514185, 117.025509 -22.514153, 117.025475 -22.514139, 117.025344 -22.514, 117.025393 -22.513954, 117.025558 -22.513864, 117.025816 -22.513923, 117.025959 -22.513968, 117.025959 -22.514185, 117.025864 -22.514185))"
Intersection 335,518760.8391718852,7511007.144546609,1,3,13,4,"POLYGON ((117.182334 -22.507558, 117.182222 -22.507186, 117.182319 -22.507078, 117.182353 -22.507046, 117.182368 -22.507032, 117.182387 -22.507032, 117.182402 -22.507046, 117.182518 -22.507154, 117.182533 -22.507186, 117.182567 -22.507335, 117.182568 -22.507558, 117.182334 -22.507558))"
Intersection 336,493940.58810871,7512602.54851006,14,3,51,3,"POLYGON ((116.941279 -22.493262, 116.940939 -22.493217, 116.940648 -22.493172, 116.94058 -22.493063, 116.94058 -22.493018, 116.940745 -22.492729, 116.941037 -22.492729, 116.941425 -22.492774, 116.941493 -22.49282, 116.941542 -22.492883, 116.941542 -22.493154, 116.941514 -22.493262, 116.941279 -22.493262))"
Intersection 337,479894.6667879868,7514550.610128141,2,3,33,3,"POLYGON ((116.804351 -22.47569, 116.804128 -22.475402, 116.804129 -22.475185, 116.804611 -22.474829, 116.80478 -22.474933, 116.805003 -22.475186, 116.805003 -22.475403, 116.804585 -22.47569, 116.804351 -22.47569))"
Intersection 338,483093.60920591076,7511690.3245981885,9,3,33,3,"POLYGON ((116.835544 -22.501591, 116.835315 -22.501468, 116.835301 -22.501455, 116.835252 -22.50141, 116.83517 -22.501333, 116.835087 -22.501211, 116.835087 -22.50112, 116.835525 -22.500781, 116.835642 -22.500696, 116.835739 -22.500696, 116.835822 -22.500728, 116.835919 -22.500774, 116.835967 -22.500819, 116.83605 -22.500914, 116.836099 -22.500975, 116.836099 -22.500986, 116.835908 -22.501591, 116.835544 -22.501591))"
Intersection 339,480017.906273682,7514148.88224549,4,3,32,3,"POLYGON ((116.805979 -22.479297, 116.805466 -22.479243, 116.805466 -22.479026, 116.805495 -22.47862, 116.805582 -22.478439, 116.805679 -22.478439, 116.80581 -22.478516, 116.805859 -22.478562, 116.805941 -22.478684, 116.806144 -22.479144, 116.806018 -22.479289, 116.805979 -22.479297))"
Intersection 340,512437.91042108694,7510962.569347028,2,3,31,3,"POLYGON ((117.120662 -22.508089, 117.120551 -22.508044, 117.120545 -22.50798, 117.120545 -22.507935, 117.120551 -22.507827, 117.120739 -22.507381, 117.120973 -22.507381, 117.121374 -22.507781, 117.121374 -22.507998, 117.120857 -22.508088, 117.120662 -22.508089))"
Intersection 341,483133.39018383075,7513486.832590046,5,4,30,3,"POLYGON ((116.835709 -22.485284, 116.835641 -22.485221, 116.835616 -22.485109, 116.835912 -22.484435, 116.836044 -22.484422, 116.836445 -22.484978, 116.836506 -22.485086, 116.836506 -22.485176, 116.836444 -22.485195, 116.835855 -22.485285, 116.835709 -22.485284))"
Intersection 342,482823.8427447679,7515767.317497559,2,3,30,3,"POLYGON ((116.832749 -22.46471, 116.832749 -22.46453, 116.832798 -22.463931, 116.833032 -22.463931, 116.833448 -22.464242, 116.833448 -22.464459, 116.832982 -22.46471, 116.832749 -22.46471))"
Intersection 343,485161.7789392259,7512671.017758164,3,3,30,3,"POLYGON ((116.855678 -22.492621, 116.855416 -22.492377, 116.855416 -22.492241, 116.855436 -22.492133, 116.855679 -22.492043, 116.855997 -22.492043, 116.856013 -22.492405, 116.856013 -22.492621, 116.855678 -22.492621))"
Intersection 344,484127.25997764606,7513377.107199552,1,3,29,3,"POLYGON ((116.84526 -22.486152, 116.84526 -22.485935, 116.845624 -22.48571, 116.845658 -22.485696, 116.845867 -22.485665, 116.846059 -22.485665, 116.846058 -22.485882, 116.845987 -22.486153, 116.84526 -22.486152))"
Intersection 345,480989.61513633904,7514302.673177425,1,3,28,3,"POLYGON ((116.815138 -22.477879, 116.814719 -22.4774, 116.814818 -22.477231, 116.814916 -22.477231, 116.81511 -22.477276, 116.815642 -22.477412, 116.815641 -22.477629, 116.815372 -22.477879, 116.815138 -22.477879))"
Intersection 346,485895.7756588097,7513304.083540538,1,3,28,3,"POLYGON ((116.862678 -22.487026, 116.862604 -22.486981, 116.862519 -22.486894, 116.862519 -22.486872, 116.862665 -22.48616, 116.862898 -22.486161, 116.86335 -22.486616, 116.86329 -22.486801, 116.862732 -22.487026, 116.862678 -22.487026))"
Intersection 347,493839.8518248494,7512616.321236967,1,3,27,3,"POLYGON ((116.940259 -22.493126, 116.93963 -22.492945, 116.93963 -22.492729, 116.940259 -22.492638, 116.940356 -22.492638, 116.940491 -22.492684, 116.94049 -22.492901, 116.940476 -22.493126, 116.940259 -22.493126))"
Intersection 348,483920.0303077709,7512954.35604602,2,3,26,3,"POLYGON ((116.843626 -22.490035, 116.843529 -22.48999, 116.843398 -22.489913, 116.84335 -22.489868, 116.843385 -22.489683, 116.843527 -22.489535, 116.843692 -22.489382, 116.843807 -22.489489, 116.843967 -22.489683, 116.843967 -22.4899, 116.843918 -22.489945, 116.843772 -22.490035, 116.843626 -22.490035))"
Intersection 349,483776.9273166446,7517223.416610652,2,3,24,3,"POLYGON ((116.842017 -22.451368, 116.841875 -22.451323, 116.841875 -22.451106, 116.842698 -22.450971, 116.842701 -22.450971, 116.842815 -22.45108, 116.842815 -22.451125, 116.842698 -22.451233, 116.842586 -22.451292, 116.842406 -22.451368, 116.842017 -22.451368))"
Intersection 350,485870.30496311747,7513034.29047211,4,3,24,3,"POLYGON ((116.862565 -22.489469, 116.86242 -22.488724, 116.86242 -22.488679, 116.862536 -22.488616, 116.862617 -22.4886, 116.862619 -22.488603, 116.862702 -22.488724, 116.862828 -22.489023, 116.862827 -22.48924, 116.862798 -22.489469, 116.862565 -22.489469))"
Intersection 351,512542.9785582898,7510963.4263164345,3,3,24,3,"POLYGON ((117.121516 -22.507998, 117.121503 -22.507813, 117.121516 -22.507781, 117.121634 -22.507736, 117.122266 -22.507509, 117.122315 -22.507509, 117.122431 -22.507586, 117.122431 -22.507618, 117.122322 -22.50775, 117.122203 -22.50783, 117.122072 -22.507907, 117.121994 -22.507934, 117.121926 -22.507952, 117.121586 -22.507998, 117.121516 -22.507998))"
Intersection 352,481526.5719674995,7513562.217552725,1,3,23,3,"POLYGON ((116.82069 -22.484546, 116.820302 -22.484319, 116.820171 -22.484242, 116.819984 -22.484069, 116.820108 -22.483922, 116.820149 -22.483916, 116.82079 -22.484329, 116.820807 -22.484392, 116.820807 -22.484437, 116.82079 -22.484546, 116.82069 -22.484546))"
Intersection 353,481973.69433812384,7511355.726784559,2,3,23,3,"POLYGON ((116.824651 -22.504605, 116.824534 -22.504554, 116.824534 -22.504497, 116.824632 -22.504, 116.824681 -22.503755, 116.824914 -22.503755, 116.824914 -22.504, 116.824865 -22.504271, 116.824816 -22.504497, 116.824767 -22.504554, 116.824699 -22.504606, 116.824651 -22.504605))"
Intersection 354,484191.2724809357,7513778.597962057,2,3,23,3,"POLYGON ((116.845888 -22.482539, 116.845888 -22.482322, 116.846649 -22.482052, 116.846697 -22.482052, 116.846765 -22.48216, 116.846789 -22.482228, 116.84678 -22.482237, 116.846634 -22.482327, 116.846537 -22.482372, 116.846357 -22.482449, 116.846065 -22.482539, 116.845888 -22.482539))"
Intersection 355,484232.75573395286,7517260.855275256,1,3,23,3,"POLYGON ((116.846585 -22.451282, 116.846517 -22.451216, 116.846503 -22.451097, 116.846518 -22.450857, 116.846567 -22.450767, 116.846795 -22.45051, 116.846844 -22.450465, 116.846927 -22.450433, 116.846975 -22.450433, 116.847075 -22.450602, 116.846751 -22.451216, 116.846634 -22.451282, 116.846585 -22.451282))"
Intersection 356,484154.53737159754,7517633.881707875,1,3,23,3,"POLYGON ((116.8462 -22.447894, 116.846084 -22.447807, 116.84555 -22.447243, 116.84555 -22.447238, 116.845667 -22.447134, 116.845764 -22.447135, 116.845846 -22.447166, 116.846041 -22.447257, 116.846186 -22.447347, 116.846235 -22.447393, 116.846317 -22.447515, 116.846332 -22.447709, 116.846317 -22.447807, 116.846249 -22.447894, 116.8462 -22.447894))"
Intersection 357,490967.8000623821,7512873.813346719,1,3,23,3,"POLYGON ((116.911726 -22.490674, 116.911727 -22.490457, 116.912504 -22.490367, 116.912553 -22.490367, 116.91267 -22.49038, 116.91267 -22.490476, 116.912504 -22.490629, 116.912489 -22.490643, 116.912407 -22.490674, 116.911726 -22.490674))"
Intersection 358,507158.56541946874,7510151.901781415,7,3,23,3,"POLYGON ((117.070009 -22.515301, 117.069156 -22.515211, 117.069114 -22.515102, 117.069114 -22.515012, 117.069156 -22.514994, 117.069766 -22.514994, 117.06996 -22.515039, 117.070043 -22.51507, 117.070077 -22.515102, 117.070091 -22.515116, 117.070023 -22.515301, 117.070009 -22.515301))"
Intersection 359,512388.09183898073,7510967.452371017,2,3,23,3,"POLYGON ((117.120662 -22.508089, 117.120468 -22.508044, 117.120336 -22.507967, 117.120273 -22.507908, 117.120239 -22.507877, 117.120205 -22.5078, 117.120205 -22.507348, 117.120438 -22.507348, 117.120779 -22.507935, 117.120779 -22.50798, 117.120686 -22.508089, 117.120662 -22.508089))"
Intersection 360,514094.15723622125,7510275.655679703,1,3,23,3,"POLYGON ((117.13744 -22.514263, 117.13676 -22.514083, 117.136677 -22.514052, 117.13658 -22.514007, 117.13654 -22.51397, 117.136662 -22.513821, 117.136837 -22.513704, 117.137036 -22.513672, 117.137474 -22.514033, 117.137523 -22.514078, 117.137443 -22.514263, 117.13744 -22.514263))"
Intersection 361,481490.34789453726,7513077.092666243,1,3,22,3,"POLYGON ((116.819693 -22.48891, 116.819693 -22.488772, 116.819776 -22.488606, 116.819791 -22.488592, 116.819956 -22.488438, 116.819971 -22.488425, 116.820053 -22.488393, 116.820248 -22.488348, 116.820431 -22.488349, 116.820431 -22.488566, 116.819926 -22.488911, 116.819693 -22.48891))"
Intersection 362,478768.2238544209,7514084.912490555,1,3,22,3,"POLYGON ((116.793232 -22.47977, 116.793118 -22.479661, 116.793118 -22.479616, 116.793235 -22.479508, 116.793882 -22.479224, 116.793965 -22.479193, 116.794013 -22.479193, 116.794097 -22.479376, 116.794095 -22.479378, 116.793852 -22.479513, 116.793658 -22.479603, 116.793478 -22.47968, 116.793235 -22.47977, 116.793232 -22.47977))"
Intersection 363,479461.2632471077,7514190.223159972,1,3,22,3,"POLYGON ((116.800493 -22.478934, 116.800444 -22.478889, 116.799967 -22.478308, 116.80009 -22.478162, 116.800132 -22.478155, 116.80027 -22.478239, 116.800284 -22.478252, 116.800498 -22.478451, 116.800512 -22.478465, 116.800595 -22.478587, 116.800692 -22.478858, 116.800692 -22.47886, 116.800493 -22.478934))"
Intersection 364,482886.01329992426,7513309.71902748,2,3,22,3,"POLYGON ((116.833325 -22.486863, 116.833214 -22.486705, 116.833452 -22.486438, 116.833583 -22.486362, 116.833681 -22.486317, 116.833763 -22.486285, 116.833909 -22.48624, 116.834005 -22.48624, 116.834026 -22.486349, 116.834026 -22.486394, 116.834005 -22.486457, 116.833374 -22.486863, 116.833325 -22.486863))"
Intersection 365,484310.2833457484,7513332.315197321,1,3,22,3,"POLYGON ((116.847599 -22.486771, 116.847582 -22.486755, 116.847155 -22.486199, 116.847156 -22.485982, 116.847325 -22.485982, 116.847505 -22.486059, 116.847602 -22.48615, 116.847636 -22.486227, 116.847781 -22.486588, 116.847781 -22.486678, 116.847599 -22.486771))"
Intersection 366,485632.69995472714,7514030.576371417,1,3,22,3,"POLYGON ((116.860289 -22.480446, 116.860241 -22.480276, 116.860192 -22.48005, 116.860144 -22.479779, 116.860144 -22.479646, 116.860377 -22.479646, 116.860426 -22.479779, 116.860523 -22.480276, 116.860522 -22.480446, 116.860289 -22.480446))"
