INTERSECTION_NAME,INTERSECTION_X,INTERSECTION_Y,GRAPH_NODE_COUNT,MAX_GRAPH_DEGREE,BRANCH_COUNT,DIRECTION_GROUP_COUNT,geometry_wkt
Intersection 139,482472.0522869152,7511372.10612096,3,4,17,5,"POLYGON ((116.829444 -22.504319, 116.829415 -22.504069, 116.829416 -22.503852, 116.829501 -22.503767, 116.829644 -22.503748, 116.829756 -22.503807, 116.829756 -22.504024, 116.829678 -22.504319, 116.829444 -22.504319))"
Intersection 140,481608.811794264,7512948.749022359,2,5,16,5,"POLYGON ((116.821203 -22.490116, 116.821004 -22.490051, 116.821004 -22.490039, 116.821073 -22.489569, 116.821102 -22.489497, 116.821335 -22.489497, 116.821413 -22.489524, 116.821413 -22.489741, 116.821252 -22.49007, 116.821203 -22.490116))"
Intersection 141,482280.47998137353,7511553.260921753,2,4,16,5,"POLYGON ((116.82755 -22.50266, 116.827551 -22.502558, 116.827582 -22.502345, 116.827656 -22.502139, 116.827709 -22.502103, 116.827814 -22.502134, 116.827918 -22.5022, 116.827833 -22.502513, 116.827784 -22.50266, 116.82755 -22.50266))"
Intersection 142,518239.7740192136,7510797.559182469,39,3,77,4,"POLYGON ((117.177057 -22.509617, 117.176975 -22.509586, 117.176926 -22.509541, 117.176794 -22.509283, 117.176794 -22.509238, 117.176911 -22.50913, 117.177217 -22.508981, 117.177411 -22.50889, 117.177591 -22.508813, 117.17764 -22.508813, 117.177722 -22.508844, 117.177785 -22.508903, 117.177834 -22.508993, 117.177848 -22.509022, 117.177884 -22.509124, 117.17782 -22.509269, 117.177771 -22.509314, 117.17748 -22.50945, 117.177106 -22.509617, 117.177057 -22.509617))"
Intersection 143,511747.94354847615,7510450.196826416,76,4,76,4,"POLYGON ((117.113957 -22.512791, 117.11377 -22.512684, 117.113749 -22.512627, 117.113707 -22.512506, 117.11372 -22.512388, 117.113728 -22.51238, 117.114151 -22.512168, 117.114443 -22.512032, 117.11454 -22.512032, 117.114622 -22.512064, 117.114671 -22.512109, 117.114748 -22.512332, 117.114706 -22.512411, 117.114671 -22.512474, 117.114589 -22.51252, 117.11438 -22.512624, 117.114088 -22.512759, 117.114006 -22.512791, 117.113957 -22.512791))"
Intersection 144,499158.9572436054,7511244.600293767,170,4,74,4,"POLYGON ((116.992076 -22.505604, 116.991736 -22.505514, 116.991444 -22.505423, 116.991361 -22.505392, 116.991313 -22.505347, 116.991285 -22.505234, 116.991333 -22.5051, 116.99134 -22.505086, 116.991388 -22.504995, 116.991474 -22.504936, 116.99159 -22.504936, 116.992173 -22.505116, 116.992256 -22.505148, 116.99227 -22.505161, 116.992304 -22.505193, 116.992375 -22.505318, 116.992284 -22.50553, 116.992201 -22.505604, 116.992076 -22.505604))"
Intersection 145,501962.7588958034,7510316.289682926,35,4,69,4,"POLYGON ((117.019398 -22.514005, 117.018718 -22.513824, 117.018601 -22.513716, 117.01856 -22.513631, 117.018601 -22.51349, 117.018662 -22.513396, 117.018746 -22.513336, 117.018863 -22.513336, 117.019398 -22.513472, 117.019542 -22.513517, 117.019563 -22.513625, 117.019563 -22.513716, 117.019557 -22.513795, 117.019509 -22.513931, 117.019473 -22.514005, 117.019398 -22.514005))"
Intersection 146,504866.23824381,7510334.89582932,29,4,66,4,"POLYGON ((117.047547 -22.513773, 117.047256 -22.513728, 117.047013 -22.513683, 117.046878 -22.513638, 117.046847 -22.513529, 117.046847 -22.513484, 117.046929 -22.513195, 117.04711 -22.513195, 117.047644 -22.513285, 117.047747 -22.51333, 117.047761 -22.513394, 117.047761 -22.513665, 117.047712 -22.513773, 117.047547 -22.513773))"
Intersection 147,492722.17233958025,7512468.0611262685,24,4,62,4,"POLYGON ((116.928885 -22.494522, 116.928815 -22.494414, 116.928752 -22.494111, 116.928801 -22.494066, 116.928884 -22.494034, 116.929418 -22.493899, 116.929529 -22.493887, 116.929564 -22.493899, 116.92962 -22.493959, 116.929694 -22.49404, 116.929729 -22.494233, 116.929729 -22.494278, 116.929694 -22.494342, 116.929613 -22.494387, 116.928932 -22.494522, 116.928885 -22.494522))"
Intersection 148,510119.76803371584,7510421.183033111,23,3,58,4,"POLYGON ((117.098643 -22.512937, 117.09806 -22.512892, 117.097977 -22.51286, 117.09791 -22.512798, 117.097912 -22.512541, 117.097928 -22.512526, 117.097977 -22.512481, 117.098059 -22.512449, 117.098846 -22.512449, 117.098846 -22.512666, 117.098833 -22.512937, 117.098643 -22.512937))"
Intersection 149,499517.47103294125,7511133.776718934,20,4,57,4,"POLYGON ((116.995576 -22.506598, 116.995382 -22.506553, 116.994944 -22.506417, 116.994862 -22.506386, 116.994813 -22.50634, 116.994852 -22.506155, 116.994985 -22.505929, 116.995041 -22.505929, 116.995625 -22.50611, 116.995707 -22.506142, 116.995756 -22.506187, 116.995765 -22.506422, 116.995756 -22.506521, 116.995673 -22.506598, 116.995576 -22.506598))"
Intersection 150,484728.5137512912,7513534.1239284985,25,3,56,4,"POLYGON ((116.851166 -22.484803, 116.85105 -22.484694, 116.85105 -22.484513, 116.851099 -22.484378, 116.851144 -22.48427, 116.851799 -22.484225, 116.851896 -22.484225, 116.851978 -22.484257, 116.852027 -22.484302, 116.851946 -22.484803, 116.851166 -22.484803))"
Intersection 151,500703.53246508446,7510743.434581733,3,3,53,4,"POLYGON ((117.006863 -22.510219, 117.006806 -22.510211, 117.00666 -22.510166, 117.006481 -22.510089, 117.006432 -22.510044, 117.006432 -22.509773, 117.006436 -22.509588, 117.006546 -22.509362, 117.006563 -22.509362, 117.006855 -22.509453, 117.007244 -22.509588, 117.007309 -22.509633, 117.00736 -22.509697, 117.00736 -22.509742, 117.007321 -22.509886, 117.007195 -22.510031, 117.006903 -22.510211, 117.006863 -22.510219))"
Intersection 152,493529.0814410073,7512648.747609451,15,4,52,4,"POLYGON ((116.936706 -22.492854, 116.936579 -22.492443, 116.936628 -22.492398, 116.936711 -22.492366, 116.937002 -22.492321, 116.937342 -22.492321, 116.937425 -22.492353, 116.937522 -22.492398, 116.937613 -22.492482, 116.937612 -22.492649, 116.937522 -22.492732, 116.93744 -22.492764, 116.937294 -22.492809, 116.936856 -22.492854, 116.936706 -22.492854))"
Intersection 153,502960.5638174752,7510183.377255079,13,3,51,4,"POLYGON ((117.028927 -22.515133, 117.028538 -22.515087, 117.028359 -22.515042, 117.028359 -22.514826, 117.028407 -22.514554, 117.028538 -22.514554, 117.029024 -22.514645, 117.029107 -22.514676, 117.029253 -22.514812, 117.029287 -22.514889, 117.029287 -22.514934, 117.029253 -22.51501, 117.029219 -22.515042, 117.029204 -22.515056, 117.029107 -22.515101, 117.029025 -22.515133, 117.028927 -22.515133))"
Intersection 154,482708.9211738106,7511833.509827816,13,3,50,4,"POLYGON ((116.831874 -22.500312, 116.831789 -22.5003, 116.831652 -22.500243, 116.83158 -22.500203, 116.831515 -22.500129, 116.831481 -22.500081, 116.831428 -22.499974, 116.831411 -22.499935, 116.831394 -22.499897, 116.831394 -22.499761, 116.831443 -22.499671, 116.831706 -22.499427, 116.832095 -22.499428, 116.832226 -22.499505, 116.832274 -22.49955, 116.83235 -22.500113, 116.832335 -22.500155, 116.832142 -22.500277, 116.831874 -22.500312))"
Intersection 155,483871.99070901034,7513206.50454476,8,3,45,4,"POLYGON ((116.843206 -22.48797, 116.843157 -22.487925, 116.842963 -22.487654, 116.842929 -22.487577, 116.842915 -22.487338, 116.842915 -22.487275, 116.842929 -22.487216, 116.842964 -22.487139, 116.843061 -22.487049, 116.843144 -22.487017, 116.843192 -22.487017, 116.843275 -22.487049, 116.843289 -22.487063, 116.843454 -22.487216, 116.843503 -22.487442, 116.843503 -22.487578, 116.843405 -22.4879, 116.843206 -22.48797))"
Intersection 156,502250.6877760293,7510268.934274688,16,3,40,4,"POLYGON ((117.021892 -22.51456, 117.021468 -22.514276, 117.021468 -22.514059, 117.021469 -22.513816, 117.021553 -22.513742, 117.021683 -22.513697, 117.022023 -22.513652, 117.022141 -22.513652, 117.022302 -22.514149, 117.022302 -22.514366, 117.022092 -22.514499, 117.021892 -22.51456))"
Intersection 157,478023.38455784705,7514113.230550027,6,3,39,4,"POLYGON ((116.78601 -22.479489, 116.785984 -22.479173, 116.785984 -22.478956, 116.786431 -22.478957, 116.786577 -22.479002, 116.786836 -22.479093, 116.786835 -22.47931, 116.78661 -22.479413, 116.786528 -22.479445, 116.786382 -22.47949, 116.78601 -22.479489))"
Intersection 158,483436.76858913805,7513313.882150846,13,3,39,4,"POLYGON ((116.838963 -22.486914, 116.838608 -22.486733, 116.838608 -22.486516, 116.838799 -22.486026, 116.838998 -22.486006, 116.839033 -22.486027, 116.839428 -22.486587, 116.839275 -22.486802, 116.839192 -22.486882, 116.839175 -22.486898, 116.839148 -22.486914, 116.838963 -22.486914))"
Intersection 159,484972.2057076019,7512525.584760171,4,3,39,4,"POLYGON ((116.853796 -22.494033, 116.853747 -22.493988, 116.853713 -22.493911, 116.853616 -22.49364, 116.853617 -22.49322, 116.853734 -22.49317, 116.853782 -22.49317, 116.85385 -22.49322, 116.854107 -22.493473, 116.854156 -22.493564, 116.854287 -22.493821, 116.854287 -22.493922, 116.853796 -22.494033))"
Intersection 160,485595.0710718749,7513618.135074112,8,3,39,4,"POLYGON ((116.859819 -22.484133, 116.859702 -22.484094, 116.859508 -22.483843, 116.859508 -22.483798, 116.859591 -22.483676, 116.859737 -22.483541, 116.859834 -22.483496, 116.859917 -22.483464, 116.859965 -22.483464, 116.860445 -22.483555, 116.860445 -22.483772, 116.859936 -22.484095, 116.859867 -22.484133, 116.859819 -22.484133))"
Intersection 161,482111.9093152392,7513411.488207244,9,4,38,4,"POLYGON ((116.825702 -22.485906, 116.825699 -22.4855, 116.825699 -22.485283, 116.825939 -22.485283, 116.826279 -22.485329, 116.826473 -22.485374, 116.826556 -22.485406, 116.826591 -22.485439, 116.826492 -22.485799, 116.826455 -22.485907, 116.825702 -22.485906))"
Intersection 162,482388.50925455743,7513388.053829637,3,3,38,4,"POLYGON ((116.828611 -22.48609, 116.828529 -22.486058, 116.828383 -22.485968, 116.828334 -22.485923, 116.8283 -22.485846, 116.8283 -22.485755, 116.828337 -22.485647, 116.82866 -22.485557, 116.828952 -22.485557, 116.829098 -22.485603, 116.82918 -22.485635, 116.829195 -22.485648, 116.829311 -22.485757, 116.829311 -22.485802, 116.82929 -22.485867, 116.829131 -22.486014, 116.829034 -22.486059, 116.828951 -22.48609, 116.828611 -22.48609))"
Intersection 163,484007.96553166857,7513285.286488691,18,5,37,4,"POLYGON ((116.844553 -22.487281, 116.844436 -22.487172, 116.844179 -22.486932, 116.844097 -22.48681, 116.844097 -22.486675, 116.844603 -22.486296, 116.844651 -22.486296, 116.844889 -22.486387, 116.844889 -22.486603, 116.844718 -22.487212, 116.844602 -22.487281, 116.844553 -22.487281))"
Intersection 164,484217.9075553227,7513382.813291476,3,4,37,4,"POLYGON ((116.84679 -22.486199, 116.846143 -22.486108, 116.846125 -22.485923, 116.846287 -22.485575, 116.846791 -22.48553, 116.846808 -22.48553, 116.847002 -22.485982, 116.847001 -22.486199, 116.84679 -22.486199))"
Intersection 165,483078.5046437272,7513329.95112173,3,3,37,4,"POLYGON ((116.835201 -22.486731, 116.835153 -22.48635, 116.835153 -22.486305, 116.835202 -22.486214, 116.835416 -22.486016, 116.835708 -22.485971, 116.835756 -22.485971, 116.835853 -22.486242, 116.835852 -22.486459, 116.835435 -22.486731, 116.835201 -22.486731))"
Intersection 166,484984.52196224546,7513054.888733488,3,3,37,4,"POLYGON ((116.854058 -22.489233, 116.853738 -22.489186, 116.853621 -22.489092, 116.853607 -22.488883, 116.854011 -22.488434, 116.85421 -22.488369, 116.854215 -22.488374, 116.854341 -22.488491, 116.854341 -22.488807, 116.854292 -22.489234, 116.854058 -22.489233))"
Intersection 167,486590.61137775594,7513250.525388578,5,3,37,4,"POLYGON ((116.869679 -22.487571, 116.869488 -22.487393, 116.869406 -22.487271, 116.869372 -22.487194, 116.869258 -22.486862, 116.869275 -22.486788, 116.869343 -22.486679, 116.869392 -22.486679, 116.869781 -22.48686, 116.870009 -22.486983, 116.870057 -22.487028, 116.870022 -22.487213, 116.869844 -22.487417, 116.869679 -22.487571))"
Intersection 168,483842.42376024096,7513041.426301574,8,3,36,4,"POLYGON ((116.842946 -22.489402, 116.842781 -22.489248, 116.842595 -22.488764, 116.842522 -22.488558, 116.842668 -22.488513, 116.842821 -22.488559, 116.843355 -22.489068, 116.843355 -22.489113, 116.843256 -22.489222, 116.843112 -22.489325, 116.842995 -22.489402, 116.842946 -22.489402))"
Intersection 169,491584.03621565556,7512532.493671451,2,3,34,4,"POLYGON ((116.917849 -22.493839, 116.917733 -22.493731, 116.917733 -22.493686, 116.917913 -22.493306, 116.917947 -22.493306, 116.918141 -22.493351, 116.918676 -22.493578, 116.918676 -22.493794, 116.91819 -22.493839, 116.917849 -22.493839))"
Intersection 170,512403.58827505424,7511080.435242195,6,3,34,4,"POLYGON ((117.120739 -22.506971, 117.120204 -22.506935, 117.12019 -22.506702, 117.120238 -22.506594, 117.120252 -22.50658, 117.120418 -22.506427, 117.120807 -22.506426, 117.120972 -22.50658, 117.120972 -22.50697, 117.120739 -22.506971))"
Intersection 171,512837.1121315144,7511164.5251921015,6,3,34,4,"POLYGON ((117.125134 -22.506279, 117.124412 -22.506098, 117.124412 -22.505881, 117.124598 -22.505565, 117.124695 -22.505565, 117.124923 -22.505687, 117.124972 -22.505732, 117.125299 -22.506126, 117.125182 -22.506278, 117.125134 -22.506279))"
Intersection 172,512830.4483299663,7511630.476662255,3,3,34,4,"POLYGON ((117.12435 -22.502033, 117.12435 -22.501816, 117.124574 -22.501372, 117.124691 -22.501274, 117.12474 -22.501274, 117.124856 -22.501382, 117.125162 -22.501816, 117.125163 -22.502032, 117.12435 -22.502033))"
Intersection 173,512547.9468216773,7511697.667135293,4,3,34,4,"POLYGON ((117.122081 -22.501506, 117.121677 -22.501448, 117.121609 -22.500843, 117.121609 -22.500797, 117.121797 -22.500711, 117.122129 -22.500856, 117.122441 -22.501005, 117.122441 -22.501221, 117.12228 -22.501469, 117.122081 -22.501506))"
Intersection 174,481437.1476039885,7514774.993066481,3,3,33,4,"POLYGON ((116.819275 -22.473665, 116.819227 -22.473053, 116.819227 -22.473008, 116.81926 -22.472899, 116.819344 -22.472899, 116.819879 -22.473081, 116.820003 -22.473126, 116.82001 -22.473158, 116.820003 -22.473343, 116.819509 -22.473665, 116.819275 -22.473665))"
Intersection 175,480004.2221274919,7514839.508212244,4,3,33,4,"POLYGON ((116.805465 -22.47312, 116.805458 -22.473113, 116.805424 -22.473037, 116.805265 -22.472436, 116.805301 -22.472251, 116.805348 -22.472251, 116.80543 -22.472283, 116.805527 -22.472328, 116.806062 -22.472599, 116.80611 -22.472645, 116.806043 -22.47283, 116.805658 -22.473037, 116.805465 -22.47312))"
Intersection 176,484358.9271592803,7518326.763764207,2,3,33,4,"POLYGON ((116.847549 -22.441536, 116.847549 -22.441418, 116.847938 -22.440831, 116.848128 -22.440746, 116.848137 -22.440754, 116.84838 -22.441297, 116.848414 -22.441373, 116.848414 -22.44144, 116.847782 -22.441536, 116.847549 -22.441536))"
Intersection 177,485896.71588791115,7512578.116234717,5,3,33,4,"POLYGON ((116.862913 -22.493516, 116.862872 -22.493486, 116.862658 -22.493287, 116.86261 -22.493151, 116.862561 -22.49297, 116.862561 -22.492925, 116.862633 -22.492817, 116.862678 -22.492817, 116.862955 -22.492939, 116.863052 -22.492984, 116.863149 -22.493075, 116.863232 -22.493197, 116.863232 -22.493287, 116.863197 -22.493364, 116.8631 -22.493454, 116.863018 -22.493486, 116.862913 -22.493516))"
Intersection 178,483034.98727455665,7512984.830628639,2,4,32,4,"POLYGON ((116.8347 -22.489755, 116.834615 -22.489647, 116.834615 -22.489602, 116.834656 -22.489413, 116.83478 -22.489267, 116.834956 -22.48915, 116.835189 -22.48915, 116.835557 -22.489404, 116.835557 -22.489621, 116.835259 -22.489696, 116.834731 -22.489755, 116.8347 -22.489755))"
Intersection 179,480327.5984236103,7514313.390048526,2,3,32,4,"POLYGON ((116.808985 -22.477937, 116.808708 -22.477725, 116.8085 -22.47753, 116.808286 -22.477331, 116.808286 -22.477286, 116.8084 -22.477178, 116.808772 -22.477071, 116.809006 -22.477072, 116.809102 -22.477784, 116.809102 -22.477829, 116.80899 -22.477937, 116.808985 -22.477937))"
Intersection 180,482561.42778276454,7513733.033699361,5,3,32,4,"POLYGON ((116.830851 -22.483021, 116.830027 -22.482884, 116.829957 -22.482821, 116.829957 -22.482776, 116.830027 -22.482668, 116.830399 -22.482338, 116.830706 -22.482397, 116.830933 -22.482836, 116.830858 -22.483021, 116.830851 -22.483021))"
Intersection 181,484107.4816711246,7517193.401239985,3,3,32,4,"POLYGON ((116.84571 -22.451868, 116.845266 -22.451739, 116.845108 -22.451624, 116.845101 -22.451585, 116.845546 -22.451016, 116.845711 -22.450974, 116.84576 -22.450974, 116.845779 -22.451016, 116.845793 -22.451159, 116.845827 -22.451715, 116.845827 -22.45176, 116.845715 -22.451868, 116.84571 -22.451868))"
Intersection 182,491288.2687207004,7512573.872488096,4,3,32,4,"POLYGON ((116.915116 -22.493612, 116.915013 -22.493025, 116.915011 -22.492961, 116.915011 -22.492916, 116.915013 -22.492808, 116.915128 -22.492808, 116.915274 -22.492853, 116.915405 -22.49293, 116.915516 -22.493034, 116.91555 -22.493129, 116.91566 -22.493439, 116.915565 -22.493612, 116.915116 -22.493612))"
Intersection 183,515939.1571469791,7509783.30540717,4,3,32,4,"POLYGON ((117.155093 -22.51881, 117.154587 -22.518629, 117.154586 -22.518413, 117.154879 -22.518024, 117.1551 -22.51802, 117.155112 -22.518024, 117.155336 -22.518096, 117.155355 -22.518204, 117.155355 -22.518249, 117.155246 -22.518645, 117.155142 -22.51881, 117.155093 -22.51881))"
Intersection 184,515915.0748664477,7510247.029777403,4,3,32,4,"POLYGON ((117.154826 -22.514578, 117.154529 -22.514451, 117.15434 -22.514366, 117.15434 -22.51423, 117.154436 -22.513872, 117.15467 -22.513872, 117.154894 -22.513898, 117.155036 -22.513952, 117.155088 -22.514018, 117.15514 -22.514146, 117.155059 -22.514577, 117.154826 -22.514578))"
Intersection 185,518361.8710161378,7510857.101007674,2,4,31,4,"POLYGON ((117.178369 -22.509029, 117.178301 -22.50892, 117.17827 -22.508859, 117.178168 -22.508547, 117.178189 -22.508528, 117.178286 -22.508482, 117.178383 -22.508437, 117.178466 -22.508405, 117.178723 -22.508392, 117.178855 -22.50845, 117.178889 -22.508545, 117.178814 -22.508826, 117.178612 -22.508938, 117.178418 -22.509029, 117.178369 -22.509029))"
Intersection 186,481221.81536655367,7514184.207399531,2,3,31,4,"POLYGON ((116.817276 -22.478962, 116.81704 -22.478386, 116.81715 -22.478227, 116.817199 -22.478227, 116.817961 -22.478576, 116.817972 -22.478585, 116.817879 -22.478761, 116.817509 -22.478962, 116.817276 -22.478962))"
Intersection 187,480665.96687688073,7514519.9886821145,3,3,31,4,"POLYGON ((116.812079 -22.475932, 116.811787 -22.475921, 116.811788 -22.4758, 116.811934 -22.475167, 116.812104 -22.475063, 116.812133 -22.475091, 116.812182 -22.475181, 116.812216 -22.475258, 116.812264 -22.475439, 116.812312 -22.4758, 116.812312 -22.475932, 116.812079 -22.475932))"
Intersection 188,482314.59766715067,7514060.031694513,3,3,31,4,"POLYGON ((116.828052 -22.480201, 116.82787 -22.480109, 116.827695 -22.479856, 116.827696 -22.479639, 116.827822 -22.479476, 116.828383 -22.479408, 116.828548 -22.479561, 116.828507 -22.479671, 116.828069 -22.480186, 116.828052 -22.480201))"
Intersection 189,485934.95234248997,7513662.888020472,3,3,31,4,"POLYGON ((116.863401 -22.483833, 116.863202 -22.483814, 116.86296 -22.483214, 116.86296 -22.483107, 116.86342 -22.482928, 116.863451 -22.482957, 116.863485 -22.483034, 116.863484 -22.483711, 116.86345 -22.483788, 116.863435 -22.483814, 116.863401 -22.483833))"
Intersection 190,485898.58174203907,7513736.796805804,2,3,31,4,"POLYGON ((116.862994 -22.48311, 116.862414 -22.482735, 116.862414 -22.482518, 116.863077 -22.482338, 116.863126 -22.482338, 116.863242 -22.482446, 116.863257 -22.48246, 116.863339 -22.482582, 116.863339 -22.482672, 116.863193 -22.483078, 116.862994 -22.48311))"
Intersection 191,491018.2867622378,7512587.709647007,3,3,31,4,"POLYGON ((116.912794 -22.49343, 116.912454 -22.493385, 116.912337 -22.493366, 116.912226 -22.493339, 116.912226 -22.493122, 116.912746 -22.492716, 116.912843 -22.492671, 116.912877 -22.492671, 116.91296 -22.49278, 116.913032 -22.493213, 116.913031 -22.49343, 116.912794 -22.49343))"
Intersection 192,512647.5746428441,7510608.072609881,3,3,31,4,"POLYGON ((117.122546 -22.511204, 117.122527 -22.511019, 117.122541 -22.51087, 117.12259 -22.51075, 117.122624 -22.510748, 117.123124 -22.510738, 117.123358 -22.510738, 117.123418 -22.510986, 117.123418 -22.511203, 117.122546 -22.511204))"
Intersection 193,515001.41812949465,7511143.317269569,1,3,31,4,"POLYGON ((117.146135 -22.506532, 117.145549 -22.506352, 117.145483 -22.506243, 117.145483 -22.506198, 117.145677 -22.505701, 117.145859 -22.505608, 117.145876 -22.505624, 117.145925 -22.505715, 117.145973 -22.505805, 117.146202 -22.506243, 117.146251 -22.506378, 117.146251 -22.506423, 117.14614 -22.506532, 117.146135 -22.506532))"
Intersection 194,512488.39532014844,7511355.598269754,4,4,30,4,"POLYGON ((117.12168 -22.50461, 117.121336 -22.504522, 117.121149 -22.504392, 117.121124 -22.50428, 117.121077 -22.50396, 117.121077 -22.503862, 117.12131 -22.503862, 117.121728 -22.504077, 117.121762 -22.504425, 117.121702 -22.50461, 117.12168 -22.50461))"
Intersection 195,481384.34324862174,7514161.4262318835,2,3,30,4,"POLYGON ((116.819025 -22.479262, 116.818687 -22.478897, 116.818687 -22.47868, 116.819143 -22.478365, 116.819191 -22.478365, 116.819308 -22.478457, 116.819308 -22.478473, 116.819258 -22.479263, 116.819025 -22.479262))"
Intersection 196,479282.5825091313,7515084.881027064,3,3,30,4,"POLYGON ((116.798531 -22.470892, 116.798332 -22.470839, 116.798317 -22.470291, 116.798317 -22.470074, 116.798401 -22.470074, 116.799049 -22.470255, 116.799049 -22.470472, 116.798531 -22.470892))"
Intersection 197,482460.46580997104,7514110.648312153,1,3,30,4,"POLYGON ((116.829397 -22.479677, 116.82928 -22.47959, 116.829121 -22.479057, 116.82918 -22.478872, 116.829203 -22.478873, 116.829286 -22.478904, 116.82982 -22.479176, 116.829966 -22.479266, 116.830014 -22.479312, 116.830016 -22.479313, 116.829883 -22.479451, 116.829528 -22.479645, 116.829445 -22.479677, 116.829397 -22.479677))"
Intersection 198,482969.5310967229,7513306.088081071,5,3,30,4,"POLYGON ((116.8345 -22.486991, 116.834335 -22.486838, 116.834072 -22.486457, 116.834072 -22.48624, 116.834347 -22.486153, 116.834541 -22.486274, 116.83472 -22.486562, 116.834817 -22.486725, 116.834851 -22.486801, 116.834851 -22.486837, 116.8345 -22.486991))"
Intersection 199,484693.7469364037,7513000.556249542,2,3,30,4,"POLYGON ((116.851501 -22.489726, 116.851419 -22.489695, 116.850755 -22.489409, 116.850739 -22.489378, 116.850755 -22.489193, 116.851045 -22.48903, 116.851278 -22.489031, 116.851502 -22.489148, 116.851584 -22.489541, 116.851531 -22.489726, 116.851501 -22.489726))"
Intersection 200,486228.15947496577,7513238.789823935,5,3,30,4,"POLYGON ((116.866329 -22.487616, 116.866164 -22.487553, 116.866005 -22.487462, 116.865707 -22.487164, 116.865707 -22.486947, 116.866184 -22.486812, 116.866232 -22.486812, 116.866335 -22.486978, 116.866494 -22.487508, 116.866494 -22.487553, 116.866433 -22.487616, 116.866329 -22.487616))"
Intersection 201,515446.3222071917,7509974.297879465,2,3,30,4,"POLYGON ((117.150473 -22.517098, 117.149807 -22.516841, 117.14971 -22.516751, 117.150064 -22.516292, 117.15018 -22.516203, 117.150229 -22.516203, 117.150346 -22.516312, 117.15036 -22.516325, 117.150394 -22.516402, 117.150589 -22.516944, 117.150589 -22.516989, 117.150532 -22.517097, 117.150473 -22.517098))"
Intersection 202,515308.53256157617,7510417.227175407,7,3,30,4,"POLYGON ((117.148684 -22.513138, 117.148636 -22.513093, 117.148524 -22.512899, 117.148523 -22.512682, 117.148604 -22.512564, 117.148734 -22.512384, 117.149058 -22.512275, 117.149106 -22.512275, 117.149223 -22.51235, 117.149238 -22.512397, 117.149204 -22.512504, 117.148884 -22.513074, 117.148684 -22.513138))"
Intersection 203,481633.7307759713,7513375.462796288,4,3,29,4,"POLYGON ((116.8213 -22.48624, 116.821052 -22.486037, 116.820961 -22.485928, 116.820961 -22.485883, 116.821077 -22.485775, 116.821758 -22.48564, 116.821905 -22.48564, 116.821904 -22.485857, 116.821534 -22.486241, 116.8213 -22.48624))"
Intersection 204,482201.45659374417,7512174.2377467295,1,3,29,4,"POLYGON ((116.827025 -22.497184, 116.826519 -22.496748, 116.826488 -22.496685, 116.826488 -22.496639, 116.826519 -22.496531, 116.826605 -22.496531, 116.82738 -22.496577, 116.82738 -22.496794, 116.82719 -22.497031, 116.827025 -22.497184))"
Intersection 205,482392.55178029713,7512806.824076404,2,3,29,4,"POLYGON ((116.828682 -22.491399, 116.828426 -22.490846, 116.828485 -22.490661, 116.828508 -22.490661, 116.828591 -22.490693, 116.828979 -22.490874, 116.829271 -22.491145, 116.829305 -22.491222, 116.829305 -22.491252, 116.828916 -22.4914, 116.828682 -22.491399))"
Intersection 206,482219.7514499263,7513811.586470361,2,3,29,4,"POLYGON ((116.826847 -22.482231, 116.82672 -22.482158, 116.826604 -22.48205, 116.826604 -22.482005, 116.826699 -22.481896, 116.827236 -22.481699, 116.827469 -22.481699, 116.827648 -22.482037, 116.827547 -22.482204, 116.82708 -22.482231, 116.826847 -22.482231))"
Intersection 207,483086.4320738778,7513241.203296325,1,3,29,4,"POLYGON ((116.835609 -22.487543, 116.835478 -22.487466, 116.835429 -22.487421, 116.835381 -22.48733, 116.835235 -22.487014, 116.835201 -22.486937, 116.835201 -22.48678, 116.835435 -22.48678, 116.835898 -22.48701, 116.835898 -22.487227, 116.835886 -22.487466, 116.835837 -22.487511, 116.835755 -22.487543, 116.835609 -22.487543))"
Intersection 208,484311.55129517196,7513499.182301847,1,3,29,4,"POLYGON ((116.847375 -22.485204, 116.847209 -22.485097, 116.847095 -22.484799, 116.847095 -22.484582, 116.847229 -22.484582, 116.847955 -22.484628, 116.847955 -22.484845, 116.847375 -22.485204))"
Intersection 209,485313.9959577623,7512854.196460672,6,3,29,4,"POLYGON ((116.857216 -22.49103, 116.856775 -22.490725, 116.856776 -22.490508, 116.857528 -22.490328, 116.85759 -22.490328, 116.85761 -22.490513, 116.85745 -22.49103, 116.857216 -22.49103))"
Intersection 210,485815.5037699517,7513118.110161215,3,3,29,4,"POLYGON ((116.862439 -22.488652, 116.861736 -22.488516, 116.861642 -22.488407, 116.861642 -22.488362, 116.861934 -22.487876, 116.862134 -22.487834, 116.862182 -22.48788, 116.86244 -22.488254, 116.862507 -22.488363, 116.862556 -22.488453, 116.862556 -22.488544, 116.862473 -22.488652, 116.862439 -22.488652))"
Intersection 211,499623.5836203058,7511100.320105951,1,3,29,4,"POLYGON ((116.996694 -22.506824, 116.996014 -22.506734, 116.995897 -22.506625, 116.995897 -22.50658, 116.995994 -22.506354, 116.996077 -22.506246, 116.996111 -22.506246, 116.996291 -22.506323, 116.996829 -22.506607, 116.996829 -22.506824, 116.996694 -22.506824))"
